id,title,reason
119771923,Дефектоскопист/Инженер-лаборант по неразрушающему контролю,No skills listed
119742831,Лаборант,No skills listed
119774510,Лаборант,No skills listed
119824451,Инженер-лаборант в строительную лабораторию,No skills listed
118819758,Лаборант-аналитик (жаропрочные литейные стали),No skills listed
119697048,Химик,No skills listed
111561394,Лаборант-исследователь,No skills listed
119405974,Лаборант,No skills listed
116792702,Лаборант Кафедры латинского языка и основ терминологии ИММ,No skills listed
120269313,Медицинский лабораторный техник / фельдшер-лаборант,No skills listed
93842193,Рентген-лаборант,No skills listed
119810174,Техник / Лаборант (отдел блока сортировки),No skills listed
119517074,Плавильщик,No skills listed
115124746,Фельдшер-лаборант (Медицинский лабораторный техник),No skills listed
117072564,Лаборант химического анализа,No skills listed
119553140,Фельдшер-лаборант/медицинский лабораторный техник,No skills listed
120252824,Фельдшер-лаборант,No skills listed
110252294,Лаборант по физико-механическим испытаниям,No skills listed
118789194,Техник-лаборант,No skills listed
119908932,Лаборант химического анализа пищевого производства (молочная продукция),No skills listed
119991431,Лаборант химического анализа,No skills listed
120335997,Лаборант,No skills listed
115874891,Лаборант химического анализа,No skills listed
118078022,Инженер-лаборант,No skills listed
120307715,Лаборант технического анализа (уголь),No skills listed
119398167,Лаборант химического анализа,No skills listed
119942460,Техник-лаборант,No skills listed
119749795,"Лаборант 4, 5 разряда",No skills listed
120200533,Лаборант,No skills listed
120033487,Лаборант химического анализа,No skills listed
120292900,Рентген-лаборант,No skills listed
118458790,Контролер качества ОКК,No skills listed
120032994,Фельдшер-лаборант бактериологической лаборатории,No skills listed
117325086,Лаборант физико-механических испытаний,No skills listed
119860405,Лаборант,No skills listed
117793733,Лаборант химического анализа,No skills listed
118654283,Аппаратчик по розливу продукции,No skills listed
118426286,Лаборант-технолог R&D,No skills listed
117995213,Лаборант по готовой продукции,No skills listed
119495740,Лаборант по анализу газов и пыли,No skills listed
119767058,Лаборант,No skills listed
118994672,Лаборант-исследователь в отдел биологического и технологического контроля,No skills listed
119492494,Лаборант,No skills listed
119597396,Инженер-лаборант дорожно-строительной лаборатории,No skills listed
120237115,Фельдшер-лаборант/Медицинский лабораторный техник (Отдел цитогенетических исследований),No skills listed
118739819,Рентген-лаборант,No skills listed
119424950,Фельдшер-лаборант в КДЛ,No skills listed
119510895,Фельдшер-лаборант,No skills listed
115374225,Лаборант,No skills listed
120080419,Заведующий лабораторией,No skills listed
119533988,Техник-лаборант,No skills listed
115402853,Фельдшер-лаборант/медицинский лабораторный техник,No skills listed
120286722,Лаборант,No skills listed
117808725,Химик в лабораторию,No skills listed
119629173,Медицинский лабораторный техник/фельдшер-лаборант,No skills listed
119881774,Рентген-лаборант,No skills listed
96955048,Заведующий лабораторией-врач клинической лабораторной диагностики,No skills listed
115551976,Лаборант в отдел разработки,No skills listed
120186838,Лаборант химико-бактериологического анализа (3 разряд),No skills listed
119595767,Лаборант физико-химического анализа,No skills listed
118078021,Инженер-лаборант,No skills listed
119646107,Рентген-лаборант (м. Большевиков),No skills listed
117051412,"Медицинский лабораторный техник патологоанатомического отделение (м. Пятницкое шоссе, КБ1)",No skills listed
119110045,Лаборант,No skills listed
111885970,"Лаборант патологоанатомического отделения, ГБУЗ РК ""Первомайская ЦРБ"" (Первомайский р-н)",No skills listed
119733471,Лаборант,No skills listed
115697910,Фельдшер-лаборант,No skills listed
117699695,Лаборант химико-бактериологического анализа,No skills listed
118074487,Лаборант,No skills listed
119844690,Лаборант химического анализа,No skills listed
111981031,Лаборант химического анализа,No skills listed
118901878,Лаборант,No skills listed
120031091,Инженер-лаборант,No skills listed
120035347,Лаборант,No skills listed
120111115,Диспетчер центра управления сетями,No skills listed
118496314,Лаборант (Новосибирская ТЭЦ-3),No skills listed
120074130,Лаборант химического анализа,No skills listed
119631248,Медицинский лабораторный техник (фельдшер-лаборант),No skills listed
119887296,КТ - лаборант,No skills listed
119966672,Химик лаборатории внутрипроцессного контроля,No skills listed
120020412,Технолог-лаборант на производство кремов и косметики,No skills listed
119288617,Лаборант рентгеноспектрального анализа,No skills listed
120214007,"Химик-эксперт, лаборант химического анализа",No skills listed
114039333,Фельдшер-лаборант,No skills listed
119172576,Лаборант химического анализа,No skills listed
119893911,Лаборант видео-ЭЭГ-мониторинга,No skills listed
97216801,Лаборант,No skills listed
118643096,Лаборант на асфальто-бетонный завод,No skills listed
117072561,Лаборант химического анализа,No skills listed
119870178,Инженер-лаборант,No skills listed
104335888,Лаборант,No skills listed
119832651,Лаборант-контролер,No skills listed
119883906,Техник-лаборант в технический надзор,No skills listed
117555739,Лаборант,No skills listed
118050089,Инженер - лаборант,No skills listed
119050213,Фельдшер-лаборант/медицинский лабораторный техник,No skills listed
119850210,Лаборант химического анализа (испытательная лаборатория нефти),No skills listed
103574364,Лаборант в патологоанатомическое отделение,No skills listed
118599826,Медицинский лабораторный техник / Фельдшер-лаборант,No skills listed
120099441,Лаборант (отдел исследований и разработок),No skills listed
119564209,Плавильщик,No skills listed
119820335,Рентген-лаборант,No skills listed
119551120,Технолог химического производства,No skills listed
120063084,Лаборант направления Клеи-расплавы,No skills listed
118073765,Инженер подразделения физико-химических и органолептических методов анализа,No skills listed
119862907,Лаборант,No skills listed
119888810,Лаборант спектрального анализа,No skills listed
119946071,Инженер-лаборант,No skills listed
112441913,Инженер-химик/лаборант,No skills listed
119607342,Фельдшер-лаборант/медицинский лабораторный техник (клинико-биохимический отдел),No skills listed
110213940,Лаборант химического анализа,No skills listed
120220022,Лаборант,No skills listed
120320034,"Рентген-лаборант ГБУЗ ""ГП №11 г. Краснодара""МЗКК",No skills listed
119576057,Лаборант химического анализа,No skills listed
119633511,Медицинский лабораторный техник (фельдшер лаборант),No skills listed
118853944,Лаборант-микробиолог,No skills listed
119573961,Химик/Инженер-химик/Лаборант химического анализа,No skills listed
119795279,Инженер по обслуживанию досмотрового оборудования,No skills listed
118696286,Лаборант-контролер,No skills listed
120205467,Фельдшер-лаборант/медицинский лабораторный техник,No skills listed
119446957,Рентген-лаборант (пр Литейный),No skills listed
119855973,Инженер-лаборант,No skills listed
110605969,Инженер (лаборант),No skills listed
119728017,Лаборант химического анализа,No skills listed
120079568,Фельдшер-лаборант/медицинский лабораторный техник,No skills listed
103932975,Рентгенолаборант,No skills listed
118132278,Лаборант группы контроля воздуха,No skills listed
119565018,Лаборант химического анализа,No skills listed
119746317,Лаборант-исследователь,No skills listed
119790958,Лаборант химического анализа ЧТЭЦ-2,No skills listed
120008583,Лаборант,No skills listed
120294125,Лаборант,No skills listed
118826116,Рентген-лаборант / Рентгенолаборант кабинета КТ и МРТ,No skills listed
109131696,Гистолог (лаборант) в клинику Хадасса,No skills listed
112516366,Медицинский лабораторный техник (фельдшер-лаборант),No skills listed
119436189,Инженер-лаборант,No skills listed
119931131,Лаборант КДЛ,No skills listed
119898043,Лаборант-микробиолог,No skills listed
91654427,Рентген-лаборант (поликлиника),No skills listed
118066985,Медицинский лабораторный техник (фельдшер-лаборант),No skills listed
119906785,Лаборант,No skills listed
120017257,Лаборант ОТК,No skills listed
116493656,Лаборант,No skills listed
119086485,Техник-лаборант,No skills listed
119336252,Химик на производство / Инженер-лаборант,No skills listed
119579751,"Лаборант химического анализа, г.Пермь",No skills listed
119294352,Рентген-лаборант в стоматологии,No skills listed
120294124,Лаборант,No skills listed
119111670,Лаборант,No skills listed
119750108,Лаборант технолог,No skills listed
117072565,Лаборант химического анализа,No skills listed
117115691,Инженер лаборант,No skills listed
119783577,Лаборант,No skills listed
120277595,Лаборант строительной лаборатории (бетон) в Египет,No skills listed
120328103,Лаборант,No skills listed
119795527,Лаборант по физико-механическим испытаниям,No skills listed
119781896,Лаборант химического анализа,No skills listed
120320166,Фельдшер-лаборант/медицинский лабораторный техник,No skills listed
120321599,"Лаборант ГБУЗ ""Бюро судебно-медицинской экспертизы №2 г. Сочи"" МЗКК",No skills listed
115202544,Подготовщик сырья и материалов (р-н Вторчермет),No skills listed
118717705,Рентген-лаборант,No skills listed
118895145,Лаборант химического анализа (5 разряд),No skills listed
119608121,Инженер-лаборант,No skills listed
120220831,Лаборант-расчетчик на пневмогидростендах,No skills listed
120326940,Фельдшер-лаборант в дежурства,No skills listed
118002484,Биолог,No skills listed
118499548,Лаборант на пошив образцов,No skills listed
120054060,Рентген-лаборант,No skills listed
118496401,Лаборант (Новосибирская ТЭЦ-2),No skills listed
119282489,Инженер по качеству/лаборант,No skills listed
120233395,Рентген-лаборант МСКТ,No skills listed
120278110,Лаборант по испытаниям коксующихся углей,No skills listed
118223729,Инженер-лаборант/инженер-химик,No skills listed
119424923,Лаборант химического анализа,No skills listed
120007335,Технолог-лаборант,No skills listed
119683016,Фельдшер-лаборант,No skills listed
119231469,Техник-лаборант,No skills listed
120064488,Лаборант химического анализа,No skills listed
119927156,Лаборант отдела контроля качества,No skills listed
119966206,Рентген-лаборант,No skills listed
120250077,Лаборант химико-бактериологического анализа,No skills listed
115977833,Фельдшер-лаборант/медицинский лабораторный техник,No skills listed
120064492,Фельдшер-лаборант (отделение вирусологических исследований и диагностики особо опасных инфекций),No skills listed
120112158,Лаборант 4 разряда (сменный ЦЛУ),No skills listed
115247161,Лаборант химического анализа,No skills listed
119323030,Врач клинической лабораторной диагностики,No skills listed
119676958,Лаборант химического анализа,No skills listed
120015780,Лаборант-исследователь,No skills listed
120161532,Лаборант химического анализа,No skills listed
120294127,Лаборант,No skills listed
119069521,Медицинский лабораторный техник (фельдшер-лаборант),No skills listed
120315651,Лаборант химического анализа,No skills listed
117783948,Лаборант-микробиолог,No skills listed
120018474,Инженер-лаборант (капстрой),No skills listed
119155223,Лаборант на бетонный завод,No skills listed
119787136,"Швея-лаборант, помощник технолога",No skills listed
120067963,Рентген-лаборант,No skills listed
118975759,Лаборант в лабораторию наноматериалов,No skills listed
119285922,Инженер-лаборант,No skills listed
119641453,Лаборант-микробиолог,No skills listed
119889434,Инженер 2 категории (Лаборант),No skills listed
119964602,Лаборант химического анализа,No skills listed
117699054,Фельдшер-лаборант клинико диагностической лаборатории,No skills listed
119104371,Фельдшер-лаборант/медицинский лабораторный техник,No skills listed
119565019,Лаборант химического анализа,No skills listed
119690073,Технолог-лаборант,No skills listed
119377608,Лаборант,No skills listed
119531024,"Медицинский лабораторный техник патологоанатомического отделение (м. Пятницкое шоссе, КБ1)",No skills listed
120032406,Лаборант (отдел сервисных научных проектов),No skills listed
120219413,Фельдшер-лаборант/медицинский лабораторный техник,No skills listed
120240016,Лаборант / пробоотборщик (с.Бабяково),No skills listed
119413437,"Химик-лаборант по приготовлению клеев, компаундов, герметиков (4821)",No skills listed
119430455,"Медицинский лабораторный техник (м. Теплый стан, м. Корниловская)",No skills listed
119925793,Фельдшер-лаборант/медицинский лабораторный техник,No skills listed
119941143,Техник-лаборант,No skills listed
119417774,Лаборант химического анализа 5 разряда,No skills listed
119555104,Инженер-лаборант,No skills listed
120294129,Лаборант,No skills listed
107603719,Лаборант,No skills listed
116056862,Конструктор на спецодежду (grafis),No skills listed
119071560,Лаборант-исследователь,No skills listed
119500425,Фельдшер-лаборант/медицинский лабораторный техник,No skills listed
119840247,Инженер-лаборант в строительную лабораторию,No skills listed
119842992,Лаборант по анализу газов и пыли,No skills listed
117955847,Лаборант химического анализа,No skills listed
119640495,Рентген-лаборант,No skills listed
119766198,Инженер-лаборант по бетону,No skills listed
120318657,Лаборант (проб зерна),No skills listed
119753700,Рентген-лаборант,No skills listed
118510329,Лаборант (Группа общелабораторных сервисов),No skills listed
118703597,Лаборант,No skills listed
118428492,Медицинский лабораторный техник/фельдшер-лаборант,No skills listed
119388556,Лаборант микробиологической лаборатории,No skills listed
119904252,Старший лаборант,No skills listed
119142080,Лаборант пробирного анализа (Магаданская область),No skills listed
116830942,Лаборант по физико-механическим испытаниям,No skills listed
119576658,Инженер-лаборант (производство бетона),No skills listed
118638557,Лаборант химического анализа,No skills listed
119922544,Лаборант дорожной лаборатории,No skills listed
88256288,Лаборант производства бактерийных препаратов,No skills listed
100716610,Медицинский лабораторный техник (фельдшер-лаборант) клинико-диагностической лаборатории,No skills listed
117072559,Лаборант химического анализа,No skills listed
119462357,Лаборант на завод по изготовлению ЖБИ,No skills listed
119571546,Лаборант-микробиолог,No skills listed
119485828,Техник-лаборант 1 категории,No skills listed
120315635,Химик-лаборант,No skills listed
119460667,Лаборант химического анализа,No skills listed
119591548,Лаборант бетонных растворов,No skills listed
118442312,Лаборант химического анализа,No skills listed
118851836,Медицинский лабораторный техник (фельдшер-лаборант) / лаборант,No skills listed
119956963,Лаборант/Техник-лаборант,No skills listed
120294130,Лаборант,No skills listed
120313821,"Начальник химической лаборатории, химик-лаборант",No skills listed
69541034,Лаборант (Ветеринарная лаборатория),No skills listed
119208335,Техник-лаборант,No skills listed
114698685,Инженер-лаборант,No skills listed
118693117,Фельдшер-лаборант/медицинский лабораторный техник в Патолого-анатомическое отделение,No skills listed
118078018,Инженер-лаборант,No skills listed
119597137,Оператор стиральных машин ( с ночными сменами ),No skills listed
119454139,Рентген-лаборант,No skills listed
111830037,Лаборант хим. анализа,No skills listed
120093000,Ведущий Инженер-лаборант строительной лаборатории (Спасск),No skills listed
118687892,Фельдшер-лаборант/медицинский лабораторный техник,No skills listed
118852010,Медицинский лабораторный техник (фельдшер-лаборант) / лаборант,No skills listed
120318656,Лаборант (проб зерна),No skills listed
101861405,Лаборант,No skills listed
117072563,Лаборант химического анализа,No skills listed
119208421,Инженер-исследователь (214 ЦЭМ),No skills listed
120048701,Лаборант-исследователь,No skills listed
120048702,Лаборант-исследователь,No skills listed
119339507,Старший фельдшер-лаборант (Старший медицинский лабораторный техник),No skills listed
119523107,Лаборант,No skills listed
119639806,Техник-лаборант,No skills listed
116196750,Фельдшер-лаборант/медицинский лабораторный техник,No skills listed
119577249,Рентген-лаборант,No skills listed
119781859,Лаборант-технолог / Инженер службы контроля качества БСУ,No skills listed
120210724,Лаборант физико- механических испытаний,No skills listed
120327458,Лаборант минералогического анализа,No skills listed
119616800,Медицинский лабораторный техник (фельдшер-лаборант),No skills listed
119663790,Технолог по трикотажу,No skills listed
119799940,Лаборант химического анализа,No skills listed
119842627,Лаборант,No skills listed
117684979,Медицинский лабораторный техник/фельдшер-лаборант,No skills listed
119109679,Лаборант химического анализа,No skills listed
119631383,Рентген-лаборант,No skills listed
120106947,Инженер-лаборант на пищевое производство,No skills listed
120206047,Лаборант-химик,No skills listed
117271785,Лаборант,No skills listed
119964445,Техник-лаборант,No skills listed
120161537,Лаборант химического анализа (эколог),No skills listed
119467000,Фельдшер-лаборант,No skills listed
119582495,Лаборант-микробиолог,No skills listed
120093001,Ведущий Инженер-лаборант строительной лаборатории (Спасск),No skills listed
117381836,Рентген-лаборант,No skills listed
120168584,Лаборант,No skills listed
115931841,Лаборант физико-механических испытаний,No skills listed
119490328,Технолог/лаборант на бетонное производство,No skills listed
115762706,Фельдшер-лаборант гистолог (г.Химки),No skills listed
119402955,Лаборант-исследователь (Группа культивирования 2),No skills listed
119652814,Лаборант,No skills listed
120056111,Лаборант,No skills listed
120252825,Фельдшер-лаборант,No skills listed
119101270,Инженер-лаборант,No skills listed
117501490,Лаборант химического анализа,No skills listed
119792772,Лаборант химического анализа,No skills listed
119817148,Лаборант по метрологии (лаборатория измерений параметров ионизирующих излучений),No skills listed
119960311,Фельдшер-лаборант/медицинский лабораторный техник,No skills listed
107697425,Лаборант химического анализа (5 разряд),No skills listed
119603659,Лаборант ОКК,No skills listed
120014078,Лаборант-регистратор,No skills listed
120305121,Инженер-лаборант,No skills listed
118856688,Лаборант,No skills listed
119594840,Начальник лаборатории,No skills listed
119814013,Лаборант химического анализа,No skills listed
119870014,Инженер-лаборант,No skills listed
114690734,Лаборант,No skills listed
119832224,Лаборант физико-химического анализа на производство молочной продукции,No skills listed
111316019,Лаборант физико-химического анализа,No skills listed
119495266,Лаборант химического анализа,No skills listed
119557504,Лаборант по анализу газов и пыли,No skills listed
119813974,Лаборант химической лаборатории,No skills listed
119856478,Инженер-лаборант,No skills listed
120201328,Рентген-лаборант,No skills listed
119367670,Лаборант,No skills listed
120063081,Лаборант направления Клеи-расплавы,No skills listed
118411872,Лаборант,No skills listed
119388555,Лаборант микробиологической лаборатории,No skills listed
120016270,Химик-технолог на производство бытовой химии и косметики,No skills listed
119593581,Лаборант/Техник отдела ПЦР,No skills listed
116901831,Лаборант химического анализа,No skills listed
119472334,Лаборант,No skills listed
119574840,Швея экспериментального цеха/Портной-лаборант,No skills listed
118958017,Лаборант (д. Пеники),No skills listed
120280780,Лаборант,No skills listed
118104270,Инженер-бактериолог (с. Октябрьский),No skills listed
120035290,Лаборант химико-бактериологического анализа 3 разряда,No skills listed
116784701,Лаборант-химик,No skills listed
118883062,Лаборант химического анализа,No skills listed
119593305,Начальник лаборатории,No skills listed
120294128,Лаборант,No skills listed
115232662,Менеджер отдела качества,No skills listed
118641590,Лаборант по анализу газов и пыли,No skills listed
119999797,Лаборант пробирно-аналитической лаборатории,No skills listed
70560262,Лаборант химического анализа,No skills listed
119470183,Лаборант спектрального анализа,No skills listed
119491522,Лаборант химического анализа,No skills listed
119554697,Лаборант пробирного анализа,No skills listed
119740484,Фельдшер-лаборант,No skills listed
114618021,Лаборант,No skills listed
118955734,Лаборант заборного пункта детского отделения,No skills listed
119957837,Лаборант агрохимической лаборатории,No skills listed
107109653,Техник-лаборант в пищевую лабораторию (контролер ОТК),No skills listed
119436324,Оператор мониторинга (Лаборант),No skills listed
119749965,Медицинский лабораторный техник/фельдшер - лаборант/лаборант - гистолог,No skills listed
120018619,Инженер-лаборант (капстрой),No skills listed
117499036,Лаборант,No skills listed
119960118,Лаборант/Техник-лаборант,No skills listed
118608710,Лаборант-микробиолог,No skills listed
119511177,Младший инженер-технолог/Лаборант,No skills listed
119598168,Дефектоскопист/Инженер-лаборант по неразрушающему контролю,No skills listed
119718487,Лаборант отдела контроля качества,No skills listed
119817850,"Лаборант (Бетонный завод), г. Свободный",No skills listed
119844088,Инженер-лаборант,No skills listed
117450069,Рентген-лаборант,No skills listed
115122292,Лаборант физико-химического анализа (ИЛ-КАНЛ),No skills listed
119305806,Швея-лаборант,No skills listed
119523108,Лаборант,No skills listed
119530258,Медицинский лабораторный техник (фельдшер-лаборант),No skills listed
119846570,Химик-лаборант,No skills listed
120031471,Лаборант,No skills listed
120048697,Лаборант-исследователь,No skills listed
116351717,Инженер-лаборант в химико-механическую лабораторию,No skills listed
119026096,Фельдшер-лаборант/медицинский лабораторный техник,No skills listed
119684941,Лаборант химического анализа,No skills listed
120018398,Инженер-лаборант (капстрой),No skills listed
117603756,Лаборант (ОП),No skills listed
120172228,Рентген-лаборант,No skills listed
120283577,Лаборант в лабораторию (р-н ДС Юность),No skills listed
120287300,Лаборант зерновых и масличных культур,No skills listed
120312637,Лаборант,No skills listed
118075109,Фельдшер-лаборант/лаборант в г. Алексин,No skills listed
118219650,Лаборант химического анализа,No skills listed
120097989,Лаборант,No skills listed
118634109,Лаборант химического анализа,No skills listed
114970974,Техник-лаборант (ИЦКВ),No skills listed
116431730,Фельдшер-лаборант/медицинский лабораторный техник,No skills listed
117773026,Фельдшер-лаборант,No skills listed
118132203,Лаборант группы контроля воды и почвы,No skills listed
118505818,Лаборант спектрального анализа,No skills listed
120275356,Лаборант пробирного анализа (Магаданская область),No skills listed
119377760,Лаборант,No skills listed
120048698,Лаборант-исследователь,No skills listed
120280819,Лаборант химического анализа 3-5 разряда,No skills listed
103778748,Лаборант химического анализа,No skills listed
112068453,Лаборант химического анализа,No skills listed
116883027,Лаборант по физико-механическим испытаниям,No skills listed
116125240,Лаборант,No skills listed
119833338,"Старший лаборант химического анализа (1-я Луговая улица, 32)",No skills listed
118195078,Инженер-лаборант (биохимическая лаборатория),No skills listed
118726536,Фельдшер-лаборант/медицинский лабораторный техник по измерениям физических факторов,No skills listed
120090411,Контролер качества (лаборант),No skills listed
120014757,Лаборант-контролер,No skills listed
120294134,Лаборант,No skills listed
118352771,Пробоотборщик,No skills listed
108897130,Лаборант химического анализа 5 разряда,No skills listed
119999798,Лаборант пробирно-аналитической лаборатории,No skills listed
116061960,Лаборант кабинета физики (МОУ СОШ № 2),No skills listed
118460205,Лаборант,No skills listed
119771370,Рентген-лаборант,No skills listed
118407140,Лаборант в лабораторию физико-механических испытаний,No skills listed
119866852,Инженер-лаборант (механические испытания),No skills listed
119888702,Лаборант химического анализа,No skills listed
119639332,Лаборант химического анализа,No skills listed
119575126,Лаборант / Сотрудник поддержки науки,No skills listed
120073359,Заместитель начальника лаборатории,No skills listed
119596792,Инженер-лаборант lll категории,No skills listed
119763626,Лаборант,No skills listed
119926087,Лаборант химического анализа 4 разряда,No skills listed
118106382,Лаборант химического анализа,No skills listed
119523601,"Техник-лаборант, п. Приютово",No skills listed
119705844,Лаборант/Техник-лаборант,No skills listed
119865810,Специалист технической поддержки,No skills listed
120288855,Лаборант зерновых и масличных культур,No skills listed
117841552,Пробоотборщик / лаборант / химик,No skills listed
119908704,Технолог-лаборант производства,No skills listed
117072562,Лаборант химического анализа,No skills listed
117077763,Лаборант в теплицу,No skills listed
120090723,Лаборант-микробиолог,No skills listed
112739777,Лаборант химического анализа 5-6 разряда,No skills listed
119582094,Лаборант химического анализа,No skills listed
120176765,Лаборант,No skills listed
120070823,Лаборант экспериментальных стендов и установок (ОРИ),No skills listed
111725666,"Лаборант (пробоотборщик, техник)",No skills listed
116768866,Фельдшер-лаборант,No skills listed
117739061,Медицинский лабораторный техник / Техник отдела ПЦР,No skills listed
119895252,Лаборант химического анализа / Аппаратчик ХВО (ЦТЭЦ / ТЭЦ-5 / ТЭЦ-22 / ТЭЦ-17),No skills listed
119952457,Фельдшер-лаборант клинической лабораторной диагностики,No skills listed
120257472,Лаборант химического анализа,No skills listed
119009621,Рентген-лаборант,No skills listed
119472731,Фельдшер-лаборант/медицинский лабораторный техник,No skills listed
119522791,Лаборант химического анализа,No skills listed
120083125,Лаборант,No skills listed
120200507,Лаборант,No skills listed
115906041,Лаборант химического анализа,No skills listed
118754348,Лаборант ОКК,No skills listed
119697669,Старший лаборант,No skills listed
117725739,Лаборант / медицинский лабораторный техник,No skills listed
119615427,Лаборант,No skills listed
119683934,Инженер-лаборант,No skills listed
117541638,Рентген-лаборант,No skills listed
106421253,Врач-лаборант,No skills listed
119387822,Лаборант испытательной лаборатории,No skills listed
120202693,Лаборант химического анализа,No skills listed
119245146,Рентген-лаборант,No skills listed
120221978,Лаборант химического анализа,No skills listed
118876905,Лаборант химического анализа,No skills listed
119644311,Лаборант-химик аналитической лаборатории,No skills listed
119846418,Инженер-лаборант-химик,No skills listed
118413935,Инженер-лаборант (инженер по НиИ),No skills listed
119123472,Лаборант микробиолог,No skills listed
119653883,"Лаборант (Московская обл., пос. Малые Вяземы)",No skills listed
119783578,Лаборант,No skills listed
120044044,"Химик-лаборант, анализ электролитов на гальванике",No skills listed
87920399,Медицинский лабораторный техник (фельдшер-лаборант),No skills listed
119406539,Лаборант,No skills listed
120242934,Фельдшер-лаборант,No skills listed
112938250,Фельдшер-лаборант группы бактериологических методов исследования,No skills listed
118052803,Инженер-лаборант 1 категории (отдел по анализу воды),No skills listed
118181138,Инженер-лаборант строительно-испытательной лаборатории,No skills listed
120029703,Лаборант,No skills listed
120101425,Медицинский лабораторный техник / фельдшер-лаборант,No skills listed
120176766,Лаборант,No skills listed
117051411,"Медицинский лабораторный техник патологоанатомического отделение (м. Пятницкое шоссе, КБ1)",No skills listed
118496190,Лаборант-металлограф 4 разряда,No skills listed
119902621,Инженер - лаборант строительной лаборатории,No skills listed
120034732,Фельдшер-лаборант/медицинский лабораторный техник (общеклинические исследования),No skills listed
120048699,Лаборант-исследователь,No skills listed
115507584,Фельдшер-лаборант,No skills listed
115681490,Лаборант химического анализа,No skills listed
119531795,Старший медицинский лабораторный техник/фельдшер-лаборант (м. Медведково/Бабушкинская),No skills listed
119744113,"Инженер - лаборант строительной лаборатории (с. Сеяха, ЯНАО)",No skills listed
117878365,Лаборант,No skills listed
118886625,Контролер качества продукции и технологического процесса (Альметьевск),No skills listed
120073723,Фельдшер-лаборант (лаборатория бактериологических паразитологических исследований),No skills listed
109973244,Инженер-Химик/ Старший Инженер-Химик,No skills listed
118078019,Инженер-лаборант,No skills listed
119491185,Лаборант - микробиолог,No skills listed
116194539,Рентген-лаборант,No skills listed
117832430,Медицинский лабораторный техник (фельдшер-лаборант),No skills listed
119741957,Лаборант химического анализа (станция нейтрализации),No skills listed
119922018,Лаборант химического анализа,No skills listed
120011616,Лаборант,No skills listed
117237937,Лаборант химического анализа (Химическая лаборатория),No skills listed
118561493,Инженер-лаборант,No skills listed
119035039,Инженер контроля качества,No skills listed
119471150,Лаборант,No skills listed
120065243,Фельдшер-лаборант (лаборатория бактериологических и паразитологических исследований),No skills listed
120221976,Лаборант химического анализа,No skills listed
117104914,Лаборант физико-механических испытаний,No skills listed
119463774,Лаборант химического анализа,No skills listed
119798895,Лаборант,No skills listed
119564930,Лаборант,No skills listed
120152630,Рентген-лаборант (медицинский брат/медицинская сестра),No skills listed
